Region,global_vec_0,global_vec_1,global_vec_2,global_vec_3,global_vec_4,global_vec_5,global_vec_6,global_vec_7,global_vec_8,global_vec_9,global_vec_10,global_vec_11,global_vec_12,global_vec_13,global_vec_14,global_vec_15,global_vec_16,global_vec_17,global_vec_18,global_vec_19,global_vec_20,global_vec_21,global_vec_22,global_vec_23,global_vec_24,global_vec_25,global_vec_26,global_vec_27,region_vec_0,region_vec_1,region_vec_2,region_vec_3,region_vec_4,region_vec_5,region_vec_6,region_vec_7,region_vec_8,region_vec_9,region_vec_10,region_vec_11,region_vec_12,region_vec_13,region_vec_14,region_vec_15,region_vec_16,region_vec_17,region_vec_18,region_vec_19,region_vec_20,region_vec_21,region_vec_22,region_vec_23,region_vec_24,region_vec_25,region_vec_26,region_vec_27
RU-CHE,0.2116844272222222,0.05366518222222222,0.07393475555555556,0.378199068888889,0.099531785,0.5582505083333333,0.10438007611111112,0.4108123705555556,0.07748882666666668,0.2424056,0.09569843333333333,0.03034461388888889,0.013397369999999999,0.07431677555555556,0.18921428777777777,0.20250494055555548,0.6245674977777778,0.09947872666666666,0.20783171166666667,0.2023349561111111,0.27686197944444446,0.09901770666666668,0.08271139611111113,0.33575309,0.38311103999999996,0.3035681699999999,0.7903218366666667,0.567850708888889,0.19640181352118183,0.04284828458818667,0.06696792054248943,0.38768981482371445,0.09581166103622299,0.5691456562602502,0.0947315671968803,0.42421813501453554,0.06590699221429316,0.23342482024588268,0.08628141706042204,0.02946409687536285,0.011795445448892496,0.06655606885599595,0.1667741840691139,0.212099586987986,0.6477752704127387,0.07578890113780459,0.14963883254306382,0.14568116845042653,0.2882964207047599,0.07339198600983556,0.05989048133672127,0.3277192228709521,0.3550133631612888,0.31459402939607267,0.8171621354573463,0.5350482552902014
RU-CHU,0.34323321,0.0,0.12276353,0.33033653,0.23222787,0.49369292,0.12276353,0.36324564,0.13667053,0.51360553,0.17563491,0.0,0.0,0.06104824,-0.0,0.1357613,0.53113138,0.03807013,-0.0,-0.0,-0.0,-0.0,-0.0,0.05085268,0.81298131,-0.0,0.36084963,-0.0,0.3432332082753942,0.0,0.12276353416616058,0.33033652698083865,0.23222786751545826,0.4936929218092583,0.12276353416616058,0.3632456387619,0.13667052523042053,0.5136055307364411,0.17563491051776803,0.0,0.0,0.06104824427882044,0.0,0.13576129970636985,0.5311313813883785,0.038070125173179405,0.0,0.0,0.0,0.0,0.0,0.05085267821031549,0.812981305265949,0.0,0.36084963479396265,0.0
RU-CU,0.25431932,0.09203214333333333,0.13411677,0.40758099999999997,0.16931006666666668,0.52174131,0.17899424666666666,0.36596965333333337,0.11815946,0.2693289566666667,0.11567381666666667,0.05932415,0.029612493333333333,0.1317868,0.09456639333333333,0.27358597,0.4478981066666667,0.12559062333333335,0.18352496333333335,0.27989897999999996,0.18656708333333336,0.10450755666666667,0.01996345,0.23415947666666667,0.3299741133333334,0.3475503766666666,0.5494714933333333,0.39730156,0.2649022314763597,0.0785593565968814,0.10668402532264899,0.34997491394975827,0.1622187374139865,0.5216139622530923,0.15105375559886136,0.36407288652845854,0.07985956263261011,0.33374761982913187,0.12671262107058062,0.05801979646029667,0.04018481813382061,0.07981813014779833,0.06085409387636217,0.19080931427709533,0.4811268346044087,0.1177090568737217,0.170171490643797,0.11995670569924406,0.1547422748309161,0.06753791566853014,0.008555764137667123,0.16888851157768445,0.4343396069979644,0.255634985948548,0.5200045423360413,0.2303565009096004
RU-DA,0.21341295225,0.08879616700000001,0.09988960024999999,0.37105200475,0.11644974125,0.5586584365,0.14499204799999998,0.41376640124999997,0.04555995525,0.2014817115,0.08427407225,0.05413056075,0.008882324325,0.07610101465975,0.11352453074999999,0.2126926145,0.55374214098175,0.036532946,0.152304075,-0.0,0.30787033925,0.009131567975,0.0414753395,0.325379662,0.27326631775,0.30627904247500004,0.831257805,0.491017475,0.2881653272587564,0.07681292116105698,0.11642406552188456,0.3539004989620569,0.1670807448087588,0.5122678065365917,0.1884017666766859,0.37425206942271844,0.0822859273653819,0.3099505028065324,0.12644972663806855,0.0589990468360132,0.005075613903047298,0.0871676736258423,0.06487116010726715,0.1746032307374794,0.46517136638850437,0.09104561483343773,0.08703090005573573,0.008051101211505896,0.21175875347982226,0.00521803884187534,0.023700194066913097,0.25095448473420545,0.34105958710435835,0.24700797950278316,0.6102728283392758,0.2805814144943245
RU-IRK,0.3933674615384615,0.11133718230769231,0.15749082076923077,0.2743498576923077,0.2172350107692308,0.41241889538461535,0.21614159538461541,0.2285553446153846,0.11244198307692307,0.49342498999999995,0.19702599538461535,0.09234562461538462,0.04752130076923077,0.06432706076923077,0.1163593823076923,0.11758825692307692,0.2566901676923077,0.19778415769230767,0.3116947653846154,0.13036191,0.06556302384615384,0.10016422999999999,0.09874899000000001,0.08227184,0.33823303999999993,0.10057602,0.25713740846153843,0.2368449192307692,0.397560172337163,0.12368043332702701,0.1625932479904581,0.29219387452740364,0.22667304302393768,0.40261269063390076,0.23810670456550473,0.23059257667328167,0.12496689409721261,0.4740217028774894,0.2002525263191359,0.10146104289761688,0.05033576745950286,0.0742268237718546,0.0806392383669989,0.1241867814818735,0.24291428406805735,0.16223429032988765,0.23973424886583306,0.08919499014926392,0.04485891065872645,0.08133110922698114,0.06756509827722322,0.05629125858341733,0.34741357992695937,0.1296935878184919,0.22699973948661598,0.16205178685826513
RU-IVA,0.18582157714285713,0.01896589142857143,0.028762754285714287,0.26317058285714284,0.03893660857142857,0.6276345185714286,0.035484032857142855,0.3567823371428572,0.022779681428571428,0.32296790714285717,0.05904225857142858,0.011966145714285713,0.0,0.04261513571428571,0.09829887571428572,0.19752722,0.6571436114285714,0.3067865928571428,0.2913135514285714,0.3440855014285714,0.2979513128571428,0.12673827,0.01778988142857143,0.3030103685714286,0.6028560800000001,0.43101165999999996,0.8363955685714286,0.4566546800000001,0.17389384363842228,0.008297577651586915,0.016231520090369465,0.2852335908628301,0.04771921168047561,0.632769791472073,0.04051965021314475,0.34794548459312574,0.017339478627683483,0.30091965524031744,0.05855103904430931,0.01101683891363768,0.0,0.03651998122049648,0.1163956411866044,0.21956193533820254,0.6731297601530782,0.25763576027483515,0.12744967900097418,0.18303548636517034,0.32505640921048234,0.055447992968633064,0.025292187021169275,0.2824955409363661,0.6430053652516533,0.4441982180057699,0.8895350462915959,0.5055211157744591
RU-KB,0.384759015,0.166276805,0.2035879,0.32196350500000004,0.27249307,0.39379825,0.28391798999999995,0.28344051,0.141211145,0.44166645000000004,0.21117362,0.131759055,0.054656555,0.17976355,-0.0,0.137803275,0.31720063,0.089274945,-0.0,-0.0,0.00130542,-0.0,-0.0,0.007585875,0.5201646200000001,0.14255479999999998,0.28333603,-0.0,0.31810562278444504,0.08374670263537631,0.11226607984708807,0.2715557486454295,0.1666654163129676,0.5035960546797815,0.1774191506337431,0.3014619108281502,0.07008726772464306,0.41441939257949745,0.13993220199285708,0.0678892996683756,0.03430696323505426,0.09995876189290244,0.02627702983535943,0.16542210457632997,0.49055780631463164,0.19723945549224342,0.0,0.004348272153566196,0.1467273850798191,0.0,0.010404480892232249,0.1937965980942337,0.5304958788979603,0.24726523577831117,0.6247938322924743,0.26153803623392835
RU-KDA,0.3357975904761905,0.1388480485714286,0.17110413999999996,0.30253103000000003,0.24838419476190468,0.4258062542857143,0.22167896571428566,0.27371026476190474,0.14936254428571433,0.3930873133333333,0.23378246142857145,0.11436586666666668,0.05340274857142857,0.05676126238095238,0.23139187476190473,0.09147838619047619,0.2056700261904762,0.08093317,0.3983696761904762,0.12791177095238096,0.10082584952380953,0.12811710952380956,0.14819546190476193,0.08835999952380953,0.3109854752380953,0.1983262138095238,0.24591244999999995,0.2557212495238095,0.3212679132835919,0.13944723584221125,0.1728731096564107,0.31371330694662086,0.24350140538456644,0.43195823421316587,0.21993118074368118,0.29505985182129985,0.1516006461640105,0.36981936758403483,0.22433217358476734,0.11968392548362715,0.06207905974481356,0.06265427730365467,0.1977551068148044,0.09868120980700174,0.22286945497359154,0.06243415651461602,0.34269002129449866,0.10164434105647183,0.10552363198363941,0.10803875048408121,0.10688544734163671,0.09187588671043695,0.339517391913563,0.20642831175320803,0.2677604985148753,0.21685784445216388
RU-KEM,0.39486620375,0.094385375,0.13917177375,0.27998004875000004,0.21297465625,0.4127442012500001,0.19283327375,0.2694843175,0.11741504000000001,0.48425722250000003,0.19679871125,0.09214093000000001,0.04153036,0.07480801625,0.00368561,0.07728030374999999,0.26725814000000003,0.18243215875000002,0.07839534875,0.0860868,-0.0,0.0317499075,-0.0,0.0680024075,0.512354075,0.0854051275,0.26678145999999997,0.1991639675,0.36546355303480643,0.09502478864618023,0.13283336587062852,0.3158239825659001,0.21719825592422912,0.43500653634456027,0.1941371668215295,0.2834664803594051,0.1163206635769389,0.4399210744191754,0.1770871413645854,0.09455554910415587,0.03927919363981197,0.06434352362889321,0.06809924320516737,0.12206906121406445,0.29816136845263497,0.11230141320641918,0.14292583485914764,0.065044320450861,0.038824655888498975,0.053400879611663184,0.025458312260532738,0.08754657598777747,0.376818630922998,0.15269863186690943,0.2938364530089544,0.17692846612710628
RU-KGD,0.343085475,0.08792152,0.1021349,0.29260790999999997,0.257633445,0.47487398000000003,0.111358205,0.33971613500000003,0.141652535,0.445774185,0.249294375,0.061425,0.029307175,0.00519239,-0.0,-0.0,0.25687388,0.0595713,0.249715565,-0.0,-0.0,-0.0,-0.0,0.025299735,0.511484545,0.04337284,0.1796373,-0.0,0.22872364808926296,0.05861434653406791,0.06808993366244928,0.3518500973274112,0.1717556284028865,0.5558059485403012,0.07423880245071059,0.3976613484069251,0.09443502415205351,0.29718278960563377,0.16619624948881695,0.04095000027369519,0.01953811551135597,0.0034615921614526515,0.07485841532523702,0.11496425643897672,0.4820711603609488,0.0397142012742259,0.16647704395769608,0.0,0.17082510520030655,0.0,0.0,0.16838130779531757,0.516985972021215,0.18882400036278713,0.5606078657946568,0.29326739046437117
RU-KGN,0.40617733333333333,0.060540079999999996,0.10470659666666667,0.31842615999999996,0.21850229333333335,0.44748418333333334,0.22773376666666667,0.2546746633333334,0.11367313,0.4596554666666666,0.19494784333333334,0.05506443,0.03962504,0.06366427333333334,0.08465597000000001,0.16454556,0.35180591,0.17532587666666666,0.33329158333333336,0.03648692333333333,0.04143575333333333,0.11703079,-0.0,0.17096395666666667,0.26132067666666664,0.16793647666666667,0.32326019333333333,0.0071960566666666665,0.41743770062643165,0.02018002684058183,0.06694792317164557,0.26383611387854194,0.1685044461471471,0.4848535402950927,0.18514406734855018,0.21067475454513918,0.08526215289759104,0.5157505423395998,0.12350421011553947,0.033735192920512726,0.013208346314329494,0.056591824397212866,0.028218656731567888,0.2226834986303173,0.43628581704468977,0.2768586085157938,0.11109719399364591,0.07721932936005414,0.04552004937264345,0.039010262790050196,0.0,0.15049483975897995,0.41044238920444814,0.2338762034810916,0.44074897766324095,0.15679978835327713
RU-KHA,0.4134879055555556,0.022101802222222224,0.06980570888888889,0.1517612911111111,0.13922558555555556,0.47892600444444433,0.13319857888888886,0.13956059555555556,0.04654156666666667,0.5903039955555556,0.13391227222222224,0.022783876666666668,0.0,0.04170451,-0.0,0.13492558333333332,0.3073431933333334,0.3630951511111112,0.10783800888888889,0.17538472333333335,0.04085775666666666,0.07035996333333333,0.005834186666666667,0.08988839222222222,0.37706463888888886,0.2235697933333333,0.32844560222222224,0.21336441777777776,0.40782010541974373,0.038018101530856156,0.08516633085422708,0.16540364205426886,0.15607414308390355,0.4686606765868975,0.1441142812860767,0.1516979609854494,0.06129518343033861,0.5731082267898381,0.15252169412693903,0.03649139838909227,0.0056011317104685135,0.038892799648138236,0.09804651775668385,0.12143302511266486,0.27660887456431954,0.3267856372320072,0.2698932691726204,0.22296920041427556,0.08258756163637322,0.137510857398597,0.07894337734592816,0.10507203639708187,0.33935817514507255,0.20121281410502354,0.29560104189648545,0.2134106258556226
RU-KHM,0.33647073333333327,0.07246804666666666,0.120088725,0.32703084583333336,0.21486683166666665,0.4667922075,0.2116377275,0.2555276533333333,0.08922582250000001,0.39206702833333335,0.22780716916666666,0.062984325,0.032858215,0.016788866666666666,0.07601370166666667,0.1315519516666667,0.3051589133333333,0.13414098916666667,0.2627289191666667,0.05900839666666666,0.10227260333333332,0.1122590075,0.04094955916666666,0.07740224,0.293590925,0.2436259891666667,0.3283204416666667,0.1864049716666667,0.34216139363004183,0.07921267588526748,0.12018681185041907,0.3288018257627612,0.21200632947076145,0.46598294471955976,0.19881308006112489,0.27326328045954557,0.0887865064107415,0.40976160912795917,0.21288012867956926,0.06204654300098345,0.032526079320557295,0.024427374393866576,0.1279837422345577,0.13390425894028585,0.3212650545223546,0.12008130910738445,0.34139606945908624,0.13928806573846267,0.08425774158669963,0.13681875496446594,0.08054073004003134,0.11080826839404344,0.2151432411466421,0.17637234997017,0.32511955498890904,0.19281219449872603
RU-KIR,0.23994637,0.12820305666666668,0.15386252333333333,0.3930145699999999,0.19633318333333336,0.4821610566666667,0.18421532333333335,0.3287786366666667,0.13034476333333334,0.26157432,0.17884140666666667,0.11161504,0.07277306,0.03689701,0.4334163366666666,0.17487478666666667,0.29546560666666666,-0.0,0.4301687533333333,0.20534865333333333,0.23402042666666667,0.18585504,0.29850031,0.16695839666666668,0.21298710333333334,0.36037078333333333,0.42258546666666663,0.66235958,0.2998832387497792,0.06270563275197885,0.0961939632508278,0.33308042904873525,0.15354127267477807,0.48894485569213675,0.16693745044551,0.28093866505118337,0.08569284752301821,0.3954068864489997,0.12274930094990649,0.0712102544942962,0.038709332560791974,0.0465649668401333,0.16436980585278158,0.2254406102112048,0.42593526381908337,0.1259961546857124,0.14396000956057148,0.0684495507629475,0.1416234479237354,0.061970289191968675,0.09950010422378226,0.1421417535250612,0.37434306852868676,0.33461253061863894,0.45126758370858,0.3635838425108777
RU-KK,0.12704302666666667,0.047998273333333334,0.06426070666666667,0.39895506333333336,0.10224548666666666,0.6312156366666667,0.08541332,0.4018864666666666,0.051883860000000004,0.14766463333333332,0.10469465666666666,0.04308861333333333,0.020558493333333334,-0.0,0.19558187666666668,0.25922362666666665,0.6568210733333334,-0.0,0.44443209,0.08332933,0.3038245466666667,0.15606919,0.025244443333333335,0.25016706,0.40273095999999997,0.2773141,0.8366689066666666,0.53973852,0.21065771562466487,0.035998705673428354,0.04819553037215612,0.29921629885975676,0.07668411558538277,0.5922346467362367,0.06405998880941242,0.3014148484677973,0.03891289513183825,0.2980173191728509,0.07852099211868634,0.03231645989796479,0.015418869894614615,0.0,0.14668640769193675,0.2163509739568661,0.5645017112833958,0.2324261085440368,0.3333240685029755,0.2765577430074522,0.2278684074642554,0.11705189233410912,0.018933332869778073,0.18762529711257905,0.5524542539384295,0.20798557531623676,0.7549077084280708,0.6753155001616983
RU-KL,0.0,0.0,0.0,0.40561919,0.0,0.70874357,0.0,0.56474895,0.11922355,0.0,0.0,0.0,0.0,0.11797384,0.16511924,0.23819944,0.83733066,-0.0,-0.0,-0.0,0.56213838,-0.0,-0.0,0.4374913,0.666291,0.50920449,1.20647175,0.43914661,0.19421468084919666,0.0,0.0,0.3472784682830219,0.09513832505681943,0.5971124630309305,0.10597870474665096,0.4242601272222274,0.05961177326926333,0.28813319629640144,0.09513832505681943,0.0,0.0,0.08199983996483586,0.08255962231736362,0.1781193630489329,0.7059427216510163,0.1347137901249556,0.0,0.0,0.2810691877849335,0.0,0.0,0.21874565036494814,0.5735305546326968,0.2747308350354982,0.8548522433410992,0.21957330463132035
RU-KLU,0.1865867925,0.008874615833333334,0.010729960833333335,0.2538009241666666,0.08693889249999999,0.6234404416666667,0.07932540583333333,0.35739541166666666,0.012115735833333334,0.3135934791666667,0.08147586333333333,0.0060578675,0.0,0.0472858225,0.09504513999999999,0.14979376666666666,0.5569988066666666,0.1876702016666667,0.202321415,0.1921301375,0.33074660166666664,0.09000082749999999,0.01581149,0.24086773333333333,0.5493017625,0.39456133083333333,0.7945696875,0.29812360583333336,0.2169262944744658,0.006655962058382855,0.008047470499527339,0.26132969087203817,0.07396175469940279,0.6034578529327671,0.07812915013902477,0.3452163937671015,0.009086801862631652,0.34967591778204227,0.06865027038448447,0.004543400931315826,0.0,0.05239094557211151,0.08209592025551446,0.17492025065499764,0.5856483925237238,0.1922526156798323,0.1517410612495889,0.1440976030303732,0.28672474475299037,0.06750062062932169,0.011858617707956513,0.2045493968221956,0.5422307593314529,0.38947363732669443,0.7566241630297109,0.2559268052924396
RU-KO,0.3536892300909091,0.11992017672727272,0.13837829109090913,0.2708144369090909,0.20504768536363638,0.4374950302727273,0.19283765145454546,0.25004889636363636,0.11846788436363637,0.4516327980909091,0.20345927009090914,0.0856856760909091,0.03246777663636364,0.0700776620909091,0.055743137272727276,0.07960159792127273,0.2519179481818182,0.17538049272727274,0.2669391075454545,0.12454397773636362,0.06539707727272727,0.12941916909090911,0.0059099827272727275,0.05195435545454546,0.2655956460181818,0.17187645990909092,0.35129743545454545,0.2956052418181818,0.3550156410823591,0.12492862473656213,0.14492924209994193,0.27462653959712885,0.21167794638786838,0.43268976736087567,0.2005725082187206,0.2509640617224175,0.12306974115161712,0.448974253426849,0.20951541642465416,0.0900759106875098,0.03670430659089551,0.07229806605514351,0.05332883110920379,0.07531604596823961,0.23092478516413809,0.16076545132320683,0.2831036943072961,0.11416531287817898,0.05994732069685305,0.13995942044895868,0.005417484037123394,0.047624826126104476,0.2434626752376694,0.170903460023034,0.3220226509117695,0.2709714713446307
